C3	0.00009	0.00011	0.00009	0.00011	0.00009	0.00009	0.0001	0.0001	0.00011	0.00011	0.0001	0.0001	0.00011	0.00011	0.0001	0.00011	0.000108114	0.000189887	0.000339792	0.00061454	0.001117928	0.002039625	0.003725237	0.006801233	0.012392318	0.022482284	0.040457518	0.071755585	0.124139017	0.206270545	0.322722742	0.466298547	0.615685196	0.746033188	0.843416519	0.908061973	0.947676221	0.970772864	0.983850008	0.991131521	0.995148279	0.997352667	0.998559005	0.999218142	0.999577985	0.999774344	0.999881465	0.999939896	0.999971766	0.999989148
D3	0.0001	0.00011	0.00009	0.0001	0.00009	0.00011	0.0001	0.00009	0.00009	0.00009	0.0001	0.00011	0.00009	0.00011	0.00009	0.00009	0.000168272	0.000294759	0.00052228	0.000931423	0.001666793	0.0029873	0.005354651	0.009586282	0.017110709	0.030366139	0.053338895	0.092046681	0.154271614	0.247116666	0.371309303	0.515207776	0.656629713	0.774828688	0.86095724	0.917644798	0.952497905	0.973036325	0.984837866	0.991521036	0.995274493	0.997372746	0.998542656	0.999194008	0.999556357	0.999757842	0.99986985	0.999932109	0.999966711	0.999985942
A4	0.00009	0.00011	0.0001	0.00011	0.00009	0.0001	0.00011	0.00011	0.00009	0.00009	0.00009	0.00011	0.00011	0.000115752	0.000228366	0.00046085	0.000940618	0.001929945	0.003966846	0.008147111	0.016669807	0.033814818	0.067395067	0.129849864	0.235569292	0.388898147	0.567889638	0.730753666	0.848600991	0.920482631	0.959853256	0.980153609	0.990295433	0.995282219	0.997715067	0.998897406	0.999470938	0.999748897	0.999883549	0.999948764	0.999980347	0.999995641	1.000003047	1.000006633	1.00000837	1.000009211	1.000009618	1.000009815	1.00000991	1.000009957
B4	0.00009	0.0001	0.00011	0.0001	0.00009	0.00009	0.0001	0.0001	0.00009	0.00009	0.0001	0.0001	0.000103225	0.000207275	0.000427408	0.000892965	0.001876812	0.003952589	0.00831729	0.017429492	0.036172324	0.073572055	0.143877755	0.262349744	0.429445274	0.614335648	0.771231118	0.877072974	0.937892326	0.969664198	0.985437921	0.993071149	0.996719249	0.99845237	0.999273392	0.999661807	0.999845444	0.999932238	0.999973255	0.999992637	1.000001796	1.000006123	1.000008168	1.000009134	1.000009591	1.000009807	1.000009909	1.000009957	1.00000998	1.00000999
C4	0.00009	0.0001	0.0001	0.00009	0.00011	0.00009	0.00009	0.00009	0.0001	0.0001	0.0001	0.00009	0.0001	0.00011	0.0001	0.0001	0.000127882	0.000227603	0.00041165	0.000751246	0.001377579	0.002531812	0.004655681	0.008552952	0.015668219	0.028539137	0.051437093	0.090992127	0.155968749	0.254365134	0.386420435	0.537605337	0.682178984	0.798494524	0.879746922	0.93106653	0.961446599	0.978745383	0.988378155	0.993675568	0.996568815	0.998143057	0.99899786	0.999461496	0.999712815	0.999849001	0.999922785	0.999962756	0.999984409	0.999996138
D4	0.00011	0.00011	0.00011	0.0001	0.00011	0.00009	0.00009	0.00011	0.00011	0.00011	0.0001	0.00011	0.00009	0.00011	0.00011	0.00009	0.00009	0.000105384	0.000180399	0.000314393	0.000553695	0.000980945	0.001743358	0.003102584	0.005521772	0.009814769	0.017393042	0.030647458	0.053458523	0.091647961	0.152721792	0.243584807	0.365208667	0.506869157	0.647436758	0.766403243	0.854264247	0.912838782	0.949270717	0.970961002	0.983539892	0.990723925	0.994791011	0.997082071	0.998369048	0.999090854	0.999495322	0.999721856	0.999848698	0.999919709
A5	0.0001	0.00009	0.00011	0.00011	0.00009	0.00009	0.00009	0.00011	0.00011	0.00009	0.00009	0.0001	0.00009	0.000100145	0.000196011	0.000393786	0.000801678	0.001642373	0.003372811	0.00692494	0.01417584	0.028809434	0.057675574	0.112134421	0.206740819	0.349730582	0.526038889	0.696087267	0.825380325	0.907018352	0.952679782	0.976501335	0.988478498	0.99438868	0.997278118	0.998684324	0.999367168	0.999698395	0.999858979	0.999936813	0.999974534	0.999992814	1.000001672	1.000005964	1.000008044	1.000009052	1.000009541	1.000009777	1.000009892	1.000009948
B5	0.00009	0.0001	0.00009	0.0001	0.00009	0.0001	0.00009	0.0001	0.0001	0.00011	0.0001	0.00011	0.000116028	0.00023467	0.000486004	0.001018217	0.002144217	0.004522081	0.009524012	0.019959781	0.041364456	0.083771994	0.162304725	0.291076918	0.465275161	0.648379744	0.796244731	0.89226357	0.946099616	0.973825612	0.987481023	0.994058528	0.997192804	0.998678659	0.999381333	0.99971325	0.99986995	0.999943909	0.999978812	0.999995283	1.000003055	1.000006723	1.000008454	1.00000927	1.000009656	1.000009838	1.000009923	1.000009964	1.000009983	1.000009992
C5	0.0001	0.00011	0.0001	0.00011	0.00011	0.00009	0.0001	0.00009	0.00011	0.0001	0.00011	0.0001	0.0001	0.0001	0.00011	0.00011	0.0001	0.000146371	0.000261347	0.000473214	0.000863519	0.001582178	0.002904192	0.005331935	0.009776201	0.017865185	0.032434596	0.058188092	0.102235421	0.173488838	0.278975036	0.416297498	0.567970849	0.707888985	0.817087851	0.891711724	0.938195584	0.965499777	0.980987903	0.989599933	0.994335522	0.996923588	0.998333256	0.99909967	0.999515941	0.999741913	0.999864545	0.999931086	0.999967187	0.999986774
D5	0.00009	0.0001	0.00009	0.0001	0.0001	0.0001	0.00009	0.00009	0.0001	0.00011	0.00011	0.00011	0.00011	0.0001	0.0001	0.00011	0.00009	0.0001578	0.000270978	0.000470781	0.000823428	0.001445577	0.002542371	0.004473379	0.007865242	0.013798987	0.024106144	0.041791412	0.071505781	0.119712691	0.193645128	0.29779396	0.428213411	0.569434351	0.700197481	0.804858623	0.879283309	0.927868811	0.957839235	0.975685125	0.986088726	0.99207894	0.995503392	0.997453055	0.998560476	0.999188665	0.999544738	0.999746484	0.999860762	0.999925486
A6	0.00011	0.0001	0.0001	0.00009	0.00011	0.0001	0.0001	0.00009	0.0001	0.0001	0.0001	0.0001	0.00011	0.000132255	0.000262441	0.000531183	0.001085714	0.002228947	0.004581611	0.009405227	0.019220133	0.038885985	0.077101776	0.147133848	0.262678261	0.42386878	0.603072284	0.758319691	0.866309474	0.930472902	0.96508542	0.982788226	0.991595949	0.995917898	0.998024287	0.999047471	0.999543682	0.99978414	0.999900619	0.999957031	0.99998435	0.999997579	1.000003986	1.000007088	1.00000859	1.000009317	1.000009669	1.00000984	1.000009922	1.000009962
B6	0.00011	0.00011	0.00009	0.00011	0.0001	0.00009	0.0001	0.0001	0.00011	0.00009	0.0001	0.00009	0.000184196	0.000378338	0.00078868	0.001655405	0.003483505	0.007327796	0.015361202	0.031930029	0.065197952	0.128535349	0.237760809	0.397474679	0.582491844	0.746878532	0.861889668	0.929573308	0.965420752	0.983351256	0.992063388	0.996236762	0.998222328	0.99916393	0.99960977	0.999820718	0.999920492	0.999967676	0.999989987	1.000000537	1.000005526	1.000007884	1.000009	1.000009527	1.000009776	1.000009894	1.00000995	1.000009976	1.000009989	1.000009995
C6	0.0001	0.0001	0.00009	0.0001	0.00011	0.00009	0.00011	0.0001	0.0001	0.00011	0.0001	0.00009	0.00009	0.00011	0.00011	0.000112663	0.000198795	0.000357164	0.000648294	0.001183281	0.002165698	0.003967458	0.007264205	0.013270733	0.024129868	0.043489647	0.077160053	0.133271997	0.220446426	0.342136938	0.488877983	0.637563037	0.763887023	0.856119882	0.916274613	0.952671615	0.973702283	0.985531808	0.992085363	0.995685467	0.997653955	0.998727559	0.999312285	0.999630508	0.999803621	0.999897774	0.999948976	0.999976818	0.999991958	1.00000019
D6	0.0001	0.0001	0.00009	0.00011	0.0001	0.00009	0.0001	0.0001	0.0001	0.00011	0.00011	0.00009	0.00009	0.0001	0.00009	0.0001	0.00009	0.0001	0.00011	0.000134148	0.00023355	0.000412508	0.000734623	0.001314181	0.002356185	0.004227207	0.007578998	0.013558513	0.024146961	0.042652783	0.074267375	0.126230271	0.206446557	0.319029606	0.457606709	0.603071505	0.732344095	0.831294277	0.898723944	0.941113721	0.966425683	0.981078113	0.989407996	0.994094893	0.99671672	0.998178582	0.998992198	0.999444566	0.999695939	0.99983558
